"Bug
ID",Product,Component,Assignee,Status,Resolution,Summary,Changed,"Assignee
Real
Name",Classification,Hardware,"Number of
Comments",Opened,OS,Priority,Reporter,"Reporter
Real
Name",Severity,"Target
Milestone",Version,Votes
185131,JDT,UI,aeschli,VERIFIED,FIXED,"[render] ""use colors"" vs. ""colored labels""",5/16/2007 10:53,Martin Aeschlimann,Eclipse,PC,5,5/2/2007 10:46,Windows XP,P3,daniel_megert,Dani Megert,trivial,3.3 RC1,3.3,0
185397,JDT,UI,aeschli,VERIFIED,FIXED,[type hierarchy] Hierarchy View flips orientation multiple times on resize,7/29/2007 9:22,Martin Aeschlimann,Eclipse,Macintosh,12,5/3/2007 13:03,Mac OS X - Carbon (unsup.),P3,Mike_Wilson,McQ Wilson,normal,3.3 RC1,3.3,0
185452,JDT,UI,aeschli,VERIFIED,FIXED,[search] for all packages seems hung,5/16/2007 11:49,Martin Aeschlimann,Eclipse,PC,22,5/3/2007 17:37,Windows XP,P3,Kevin_McGuire,Kevin McGuire,major,3.3 RC1,3.3,0
185637,JDT,UI,aeschli,VERIFIED,FIXED,[build path] NPE while trying to extend variable that points to folder,5/28/2008 11:50,Martin Aeschlimann,Eclipse,All,5,5/4/2007 20:34,All,P3,mlists,Ismael Juma,normal,3.3 RC1,3.3,0
185788,JDT,UI,aeschli,VERIFIED,FIXED,[render] Unexpected colored labels in Packages view,5/18/2007 10:50,Martin Aeschlimann,Eclipse,PC,5,5/7/2007 11:25,Windows XP,P3,daniel_megert,Dani Megert,normal,3.3 RC1,3.3,0
185815,JDT,UI,aeschli,VERIFIED,FIXED,[type wizards] Keyboard accelerator conflict in New JUnit Test Case wizard,5/18/2007 10:46,Martin Aeschlimann,Eclipse,All,5,5/7/2007 13:33,All,P3,bokowski,Boris Bokowski,normal,3.3 RC1,3.3,0
186087,JDT,UI,aeschli,VERIFIED,FIXED,[type wizards] NPE when creating new,5/18/2007 11:21,Martin Aeschlimann,Eclipse,PC,8,5/9/2007 4:27,Windows XP,P3,bartosz.michalik,bartosz michalik,normal,3.3 RC1,3.3,0
186153,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] missing undo for 'rename CU' quick fix,5/18/2007 11:18,Martin Aeschlimann,Eclipse,PC,5,5/9/2007 9:43,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3 RC1,3.3,0
186663,JDT,UI,aeschli,VERIFIED,FIXED,[hashcode/equals] generate hashCode/equals thinks Enums have no hashCode/equals,5/29/2007 5:56,Martin Aeschlimann,Eclipse,PC,8,5/11/2007 20:55,Windows XP,P3,rz_eclipse.org,Reinier Zwitserloot,normal,3.3 RC2,3.3,0
186898,JDT,UI,aeschli,VERIFIED,FIXED,[extract local] Can't extract local from unbraced loop body.,5/29/2007 6:07,Martin Aeschlimann,Eclipse,PC,9,5/14/2007 18:20,Windows XP,P3,bmiller,Brian Miller,normal,3.3 RC1,3.2.2,0
186957,JDT,UI,aeschli,VERIFIED,FIXED,[render] selected label drawn with color,5/18/2007 11:30,Martin Aeschlimann,Eclipse,PC,6,5/15/2007 4:48,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3 RC1,3.3,0
186959,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Selected Working Set not shown until edit,6/6/2007 6:58,Martin Aeschlimann,Eclipse,PC,12,5/15/2007 5:02,Windows XP,P3,juergen,Juergen Weber,normal,3.3 RC1,3.3,0
187004,JDT,UI,aeschli,VERIFIED,FIXED,"[organize imports] adds abnormal ""import static""",5/29/2007 5:53,Martin Aeschlimann,Eclipse,PC,7,5/15/2007 9:39,Windows XP,P3,Knut.Friedhelm,Ulli Hafner,normal,3.3 RC2,3.3,0
188262,JDT,UI,aeschli,VERIFIED,FIXED,[javadoc export] source version '1.6' missing for selection,5/29/2007 5:36,Martin Aeschlimann,Eclipse,PC,7,5/22/2007 5:45,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3 RC2,3.3,0
188376,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Tests log NPE in PackageExplorerPart.saveState,5/29/2007 5:25,Martin Aeschlimann,Eclipse,PC,6,5/22/2007 12:41,Linux,P3,aeschli,Martin Aeschlimann,normal,3.3 RC2,3.2,0
188466,JDT,UI,aeschli,VERIFIED,FIXED,[render] image appears to need centering when custom draw is used,5/29/2007 5:23,Martin Aeschlimann,Eclipse,PC,8,5/22/2007 16:50,Linux-GTK,P3,grant_gayed,Grant Gayed,normal,3.3 RC2,3.3,0
188485,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] image leaked when opening toolbar menu in package explorer,6/5/2007 13:08,Martin Aeschlimann,Eclipse,PC,8,5/22/2007 17:51,Windows Vista,P3,john.arthorne,John Arthorne,major,3.3 RC2,3.3,0
189083,JDT,UI,aeschli,VERIFIED,FIXED,[render] colored labels shifted to the right and margin smaller between icon and text,5/26/2007 5:28,Martin Aeschlimann,Eclipse,PC,8,5/25/2007 3:17,Linux-GTK,P3,daniel_megert,Dani Megert,normal,3.3 RC2,3.3,0
189329,JDT,UI,aeschli,VERIFIED,FIXED,[refactoring] error list does not provide a label,9/6/2007 8:22,Martin Aeschlimann,Eclipse,PC,8,5/27/2007 20:52,Windows XP,P3,vivkong,Vivian Kong,normal,3.3.1,3.3,0
189672,JDT,UI,aeschli,VERIFIED,FIXED,[junit] JUnit container source attachment broken for 3.8.2,6/1/2007 7:03,Martin Aeschlimann,Eclipse,PC,15,5/29/2007 10:04,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3 RC3,3.3,0
189893,JDT,UI,aeschli,VERIFIED,FIXED,Update doc regarding 3.3 API change,6/8/2007 4:27,Martin Aeschlimann,Eclipse,PC,13,5/30/2007 7:01,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.3 RC3,3.3,0
189987,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Plug-in Dependencies in Package Explorer does not update,9/6/2007 8:40,Martin Aeschlimann,Eclipse,PC,32,5/30/2007 14:00,Windows XP,P3,tjwatson,Thomas Watson,major,3.3.1,3.3,0
190782,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] Rename correction image is used at wrong places,5/19/2008 5:45,Martin Aeschlimann,Eclipse,PC,6,6/4/2007 7:15,Windows XP,P3,daniel_megert,Dani Megert,trivial,3.4 RC1,3.3,0
191297,JDT,UI,aeschli,VERIFIED,FIXED,[hashcode/equals] Incorrect generation of the equals method when it already exists and the class extends Object.,9/26/2007 5:14,Martin Aeschlimann,Eclipse,PC,6,6/6/2007 12:22,Linux,P3,laurent.vaills,Laurent Vaills,normal,3.3.1,3.3,0
192953,JDT,UI,aeschli,VERIFIED,FIXED,[jar exporter] JAWS cannot read label on JAR Export wizard,5/19/2008 5:54,Martin Aeschlimann,Eclipse,PC,8,6/15/2007 14:42,Windows XP,P3,virgil.sealy,Virgil Sealy,normal,3.4 RC1,3.3,0
193730,Platform,Search,aeschli,VERIFIED,FIXED,Search preference page should have keyword 'potential',5/19/2008 10:06,Martin Aeschlimann,Eclipse,PC,6,6/21/2007 10:37,Windows XP,P3,markus_keller,Markus Keller,trivial,3.4 RC1,3.3,0
195396,JDT,UI,aeschli,VERIFIED,FIXED,[jar exporter] Jar packager creates only jars with resources,9/6/2007 8:57,Martin Aeschlimann,Eclipse,PC,26,7/4/2007 11:06,Windows XP,P3,powerstat,Kai Hofmann,major,3.3.1,3.3,0
196635,JDT,UI,aeschli,VERIFIED,FIXED,[pull up] Internal Error with Refactor > Pull Up (ArrayStoreException),8/27/2007 11:57,Martin Aeschlimann,Eclipse,PC,9,7/16/2007 8:17,Windows XP,P3,tomasz.zarna,Tomasz Zarna,normal,3.3.1,3.3,0
196646,JDT,UI,aeschli,VERIFIED,FIXED,[organize imports] import broken with * groups,8/7/2007 9:55,Martin Aeschlimann,Eclipse,PC,6,7/16/2007 9:58,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3.1,3.3,0
197722,JDT,UI,aeschli,VERIFIED,FIXED,5 failures in Eclipse Automated tests in org.eclipse.ltk.core.refactoring when using IBM Java 6.0,9/6/2007 8:23,Martin Aeschlimann,Eclipse,Power PC,18,7/24/2007 18:08,Linux,P3,cjashfor,Corey Ashford,normal,3.3.1,3.3,0
197951,JDT,UI,aeschli,VERIFIED,FIXED,[pull up] selecting members triggers a long operation,9/6/2007 5:52,Martin Aeschlimann,Eclipse,PC,7,7/26/2007 8:34,Windows XP,P3,dirk_baeumer,Dirk Baeumer,normal,3.3.1,3.3,0
199044,Platform,Search,aeschli,VERIFIED,FIXED,Result when multiple matches on same line look irritating,10/29/2007 12:29,Martin Aeschlimann,Eclipse,PC,11,8/7/2007 6:31,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M3,3.3,0
200569,JDT,UI,aeschli,VERIFIED,FIXED,[render] Poor text highlighting in Open Type dialog,5/5/2008 17:39,Martin Aeschlimann,Eclipse,PC,7,8/20/2007 11:31,Linux,P3,js102,James Shaw,trivial,3.4 M2,3.4,0
200580,JDT,UI,aeschli,VERIFIED,FIXED,[pull up] final method in interface makes uncompilable code,5/19/2008 6:19,Martin Aeschlimann,Eclipse,PC,9,8/20/2007 12:55,Windows XP,P3,elaskavaia.cdt,Elena Laskavaia,normal,3.4 RC1,3.2.1,0
201563,Platform,Search,aeschli,VERIFIED,FIXED,icon for text match confusing,10/29/2007 11:33,Martin Aeschlimann,Eclipse,PC,3,8/29/2007 9:38,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M3,3.3,0
201908,JDT,UI,aeschli,VERIFIED,FIXED,Generate serial version ID broken,9/4/2007 7:01,Martin Aeschlimann,Eclipse,PC,5,8/31/2007 9:49,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M2,3.3,0
202077,JDT,UI,aeschli,VERIFIED,FIXED,[doc] Link to JUnit sources not correct,9/6/2007 4:07,Martin Aeschlimann,Eclipse,PC,5,9/3/2007 9:25,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3.1,3.3,0
203488,JDT,Doc,aeschli,VERIFIED,FIXED,DVT33:TCT816: PL: ref-19.htm: no such file,1/24/2008 10:28,Martin Aeschlimann,Eclipse,PC,8,9/14/2007 16:31,Windows XP,P3,cdeadmin,CDE Administration,normal,3.3.2,3.3,0
203695,JDT,UI,aeschli,VERIFIED,FIXED,[quick assist] Can't invoke 'Create getter/setter' on field,9/21/2007 4:26,Martin Aeschlimann,Eclipse,PC,4,9/18/2007 4:33,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.4 M2,3.3,0
203707,JDT,UI,aeschli,VERIFIED,FIXED,"[preferences] 1.1, 1.2 and CLDC 1.0 should be added as keyword for the 'Compiler' page",9/21/2007 3:27,Martin Aeschlimann,Eclipse,PC,3,9/18/2007 5:38,Windows XP,P3,daniel_megert,Dani Megert,trivial,3.4 M2,3.4,0
203734,JDT,UI,aeschli,VERIFIED,FIXED,[preferences] cldc 1.1 or cdlc 1.1,9/21/2007 3:56,Martin Aeschlimann,Eclipse,PC,4,9/18/2007 7:14,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.4 M2,3.3,0
203735,JDT,UI,aeschli,VERIFIED,FIXED,[render] Wirte Access colored label preference not correctly updated,9/21/2007 3:26,Martin Aeschlimann,Eclipse,PC,4,9/18/2007 7:18,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M2,3.4,0
203736,JDT,UI,aeschli,VERIFIED,FIXED,[preferences] Write Access colored label color description should be more precise,9/21/2007 3:28,Martin Aeschlimann,Eclipse,PC,3,9/18/2007 7:20,Windows XP,P3,daniel_megert,Dani Megert,trivial,3.4 M2,3.4,0
203750,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] 'Up' in toolbar not correctly updated after 'Go Into',9/21/2007 3:45,Martin Aeschlimann,Eclipse,PC,4,9/18/2007 8:37,Windows XP,P3,markus_keller,Markus Keller,normal,3.4 M2,3.4,0
203764,JDT,UI,aeschli,VERIFIED,FIXED,Some improvements to the new java doc wizard page ext-point,9/21/2007 4:28,Martin Aeschlimann,Eclipse,PC,4,9/18/2007 9:43,Windows XP,P3,benno.baumgartner,Benno Baumgartner,trivial,3.4 M2,3.3,0
204453,JDT,UI,aeschli,VERIFIED,FIXED,[pull up] NPE in PullUp Refactoring when selecting 'Add Required',1/24/2008 4:51,Martin Aeschlimann,Eclipse,PC,7,9/24/2007 10:13,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.3.2,3.3,0
204682,JDT,UI,aeschli,VERIFIED,FIXED,[JUnit] Any class that references org.junit.Test is run as a test,12/4/2007 6:49,Martin Aeschlimann,Eclipse,Macintosh,6,9/26/2007 9:49,All,P3,david,David Saff,normal,3.4 M4,3.4,0
205256,JDT,UI,aeschli,VERIFIED,FIXED,[browsing] Custom package filter doesn't work if all default filters are enabled,1/24/2008 5:02,Martin Aeschlimann,Eclipse,PC,7,10/2/2007 20:37,Windows XP,P3,j.c.yip,Jason Yip,normal,3.3.2,3.4,1
207274,Platform,Search,aeschli,VERIFIED,FIXED,Text search result page should show line numbers of matches,10/29/2007 11:45,Martin Aeschlimann,Eclipse,PC,4,10/24/2007 5:25,Windows XP,P3,markus_keller,Markus Keller,enhancement,3.4 M3,3.4,0
208208,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Backport bug 207146 (classes folder not updated in Package Explorer) to 3.3.2,1/24/2008 5:35,Martin Aeschlimann,Eclipse,PC,7,10/31/2007 6:53,Windows XP,P3,markus_keller,Markus Keller,normal,3.3.2,3.4,0
208263,JDT,Core,aeschli,VERIFIED,FIXED,[ast rewrite] performance problems with lots of changes,12/11/2007 9:49,Martin Aeschlimann,Eclipse,PC,13,10/31/2007 12:03,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.3.2,3.3,0
208703,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] using Go Into in the Package Explorer view removes viewContribution actions such as Focus on Active Task,4/2/2008 4:47,Martin Aeschlimann,Eclipse,PC,16,11/4/2007 14:14,Windows XP,P3,ekuleshov,Eugene Kuleshov,major,3.4 M6,3.4,0
209319,JDT,Core,aeschli,VERIFIED,FIXED,[ast rewrite] @SuppressWarning is inserting an extra line break,12/11/2007 10:06,Martin Aeschlimann,Eclipse,PC,3,11/9/2007 5:05,Windows XP,P3,philippe_mulet,Philipe Mulet,normal,3.4 M4,3.4,0
209937,JDT,UI,aeschli,VERIFIED,FIXED,[push down] NPE in push down refactoring operation,5/20/2008 3:26,Martin Aeschlimann,Eclipse,PC,9,11/15/2007 8:46,Windows Vista,P3,Tod_Creasey,Tod Creasey,normal,3.4 RC1,3.4,0
210633,JDT,UI,aeschli,VERIFIED,FIXED,[JUnit] JUnit view leaks SWT image handle,1/24/2008 6:03,Martin Aeschlimann,Eclipse,PC,8,11/22/2007 5:06,Windows XP,P3,holger.oehm,Holger Oehm,normal,3.3.2,3.4,0
212015,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] Inappropriate quick fix for an unecessary else clause,5/19/2008 10:55,Martin Aeschlimann,Eclipse,PC,7,12/5/2007 10:38,Windows XP,P3,pascal,Pascal Rapicault,normal,3.4 RC1,3.4,0
212154,JDT,Core,aeschli,VERIFIED,WONTFIX,[ast rewrite] Cannot attach comment to programatically generated AST,5/13/2008 6:47,Martin Aeschlimann,Eclipse,PC,5,12/6/2007 11:14,Windows Vista,P3,renyedi,Robert Enyedi,normal,3.4 RC1,3.3.1,0
213179,JDT,UI,aeschli,VERIFIED,FIXED,[code assist] Static import fails with overloaded method name,5/19/2008 10:10,Martin Aeschlimann,Eclipse,PC,8,12/17/2007 10:22,Windows XP,P3,js102,James Shaw,normal,3.4 RC1,3.3.1,0
213455,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Package Explorer not refreshed when changing .class file in class folder,3/25/2008 12:41,Martin Aeschlimann,Eclipse,PC,6,12/19/2007 9:15,Windows XP,P3,jerome_lanneluc,Jerome Lanneluc,major,3.4 M6,3.4,0
215982,JDT,UI,aeschli,VERIFIED,FIXED,[generate constructor] 'Cursor position' not honored,5/19/2008 5:59,Martin Aeschlimann,Eclipse,PC,10,1/21/2008 8:39,Linux,P3,gpothier,Guillaume Pothier,normal,3.4 RC1,3.4,0
215996,JDT,UI,aeschli,VERIFIED,FIXED,Leak framework: improve failure trace,3/28/2008 7:07,Martin Aeschlimann,Eclipse,PC,6,1/21/2008 10:41,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M6,3.3,0
217896,JDT,UI,aeschli,VERIFIED,FIXED,[build path] New Java Project - JRE group's radio buttons are misbehaving,2/7/2008 3:41,Martin Aeschlimann,Eclipse,PC,6,2/5/2008 14:25,Windows XP,P3,sja.eclipse,Simon Archer,normal,3.4 M5,3.4,0
218108,JDT,UI,aeschli,VERIFIED,FIXED,[extract constant] Original literal not replaced when constant extracted within overriden enum.,5/19/2008 10:49,Martin Aeschlimann,Eclipse,PC,7,2/6/2008 18:59,Windows XP,P3,Brian.Miller,Brian Miller,minor,3.4 RC1,3.3.1,0
219619,JDT,UI,aeschli,VERIFIED,FIXED,[working sets] Creating Java Working set from selected resource seems broken,2/25/2008 11:02,Martin Aeschlimann,Eclipse,PC,4,2/20/2008 11:40,Windows XP,P3,daniel_megert,Dani Megert,normal,3.4 M6,3.4,0
222098,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] Focus on active task button disappears from package explorer view,5/21/2008 9:08,Martin Aeschlimann,Eclipse,PC,11,3/10/2008 14:35,Windows XP,P3,pilgrim.jeffrey,Jeff,normal,3.4 RC1,3.4,0
223147,Platform,Text,aeschli,VERIFIED,FIXED,API's to enable/disable colored labels for code assist,3/27/2008 10:36,Martin Aeschlimann,Eclipse,PC,8,3/18/2008 19:25,Windows XP,P3,aeschli,Martin Aeschlimann,enhancement,3.4 M6,3.4,0
225301,JDT,Text,aeschli,VERIFIED,FIXED,[content assist] Colored labels ignores background color,4/28/2008 5:42,Martin Aeschlimann,Eclipse,PC,6,4/2/2008 6:52,Windows XP,P3,daniel_megert,Dani Megert,major,3.4 M7,3.4,0
226496,JDT,UI,aeschli,VERIFIED,FIXED,[Package Exlorer] Filter 'empty packages' does not show packages with non-Java files,8/14/2008 3:08,Martin Aeschlimann,Eclipse,PC,8,4/10/2008 8:55,Windows XP,P3,Knut.Friedhelm,Ulli Hafner,normal,3.4 M7,3.4,0
229943,JDT,UI,aeschli,VERIFIED,FIXED,[bidi] Use BasicElementLabels to support BIDI,5/20/2008 4:14,Martin Aeschlimann,Eclipse,PC,7,5/2/2008 9:37,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
230067,JDT,UI,aeschli,VERIFIED,FIXED,[organize imports] Organize imports adds useless and invalid static imports,5/19/2008 6:21,Martin Aeschlimann,Eclipse,All,8,5/3/2008 5:40,All,P3,sw,Stephan Wahlbrink,normal,3.4 RC1,3.4,0
230080,JDT,UI,aeschli,VERIFIED,FIXED,[package explorer] NPEs from working set without image,5/19/2008 10:47,Martin Aeschlimann,Eclipse,PC,7,5/3/2008 15:49,Linux,P3,steffen.pingel,Steffen Pingel,normal,3.4 RC1,3.4,0
230122,JDT,UI,aeschli,VERIFIED,FIXED,[JUnit] JUnit view could be selection provider,5/19/2008 6:29,Martin Aeschlimann,Eclipse,PC,10,5/4/2008 10:32,Windows XP,P3,jacek.pospychala,Jacek Pospychala,enhancement,3.4 RC1,3.4,0
230128,JDT,UI,aeschli,VERIFIED,FIXED,[quick assist] ClassCastException in QuickAssistProcessor.getAddBlockProposals,5/19/2008 10:45,Martin Aeschlimann,Eclipse,All,7,5/4/2008 11:51,All,P3,mlists,Ismael Juma,normal,3.4 RC1,3.4,0
230217,JDT,UI,aeschli,VERIFIED,FIXED,[build path] Improve feedback when importing non-existing user libraries,5/19/2008 11:08,Martin Aeschlimann,Eclipse,PC,8,5/5/2008 10:19,Windows XP,P3,jcranford,Justin Cranford,normal,3.4 RC1,3.3.2,0
230391,JDT,UI,aeschli,VERIFIED,FIXED,[organize imports] unmatched packages group is always first,5/19/2008 6:36,Martin Aeschlimann,Eclipse,PC,7,5/6/2008 9:25,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
230862,JDT,UI,aeschli,VERIFIED,FIXED,[javadoc export] bad resizing behaviour,5/19/2008 6:38,Martin Aeschlimann,Eclipse,PC,7,5/7/2008 6:37,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
230931,JDT,UI,aeschli,VERIFIED,FIXED,[dialogs] Project Setup Fixes dialog does not use dialog font and does not rewrap,5/23/2008 12:15,Martin Aeschlimann,Eclipse,PC,9,5/7/2008 12:32,Windows XP,P3,markus_keller,Markus Keller,minor,3.4 RC2,3.4,0
231107,JDT,UI,aeschli,VERIFIED,FIXED,[generate delegate] new methods not inserted at correct location,5/19/2008 6:41,Martin Aeschlimann,Eclipse,PC,7,5/8/2008 8:01,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
231112,JDT,UI,aeschli,VERIFIED,FIXED,[getter setter] Elements not inserted at correct location,5/19/2008 6:42,Martin Aeschlimann,Eclipse,PC,9,5/8/2008 8:25,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
231117,JDT,UI,aeschli,VERIFIED,FIXED,[hashcode/equals] Elements not inserted at correct location,5/19/2008 6:44,Martin Aeschlimann,Eclipse,PC,7,5/8/2008 8:47,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC1,3.4,0
231887,JDT,UI,aeschli,VERIFIED,FIXED,[actions] cannot refresh working sets through Package Explorer,5/22/2008 12:51,Martin Aeschlimann,Eclipse,PC,12,5/13/2008 14:03,Windows XP,P3,eclipse,Chris Lee,normal,3.4 RC1,3.4,1
232100,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] Static import of non existing method proposes to create type,5/19/2008 5:51,Martin Aeschlimann,Eclipse,PC,7,5/14/2008 11:35,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.4 RC1,3.4,0
232297,JDT,UI,aeschli,VERIFIED,FIXED,[extract constant] AFE when extracting constant in Enum constant body,5/23/2008 12:20,Martin Aeschlimann,Eclipse,PC,7,5/15/2008 9:20,Windows XP,P3,markus_keller,Markus Keller,minor,3.4 RC2,3.4,0
232360,JDT,UI,aeschli,VERIFIED,FIXED,[search] 'Limit to' group and Match locations dialog do not use dialog font,5/23/2008 12:17,Martin Aeschlimann,Eclipse,PC,8,5/15/2008 13:39,Windows XP,P3,markus_keller,Markus Keller,trivial,3.4 RC2,3.4,0
232496,JDT,UI,aeschli,VERIFIED,FIXED,Exception with Javadoc view linked to selection and closed project,5/23/2008 12:17,Martin Aeschlimann,Eclipse,PC,7,5/16/2008 9:41,Windows XP,P3,markus_keller,Markus Keller,normal,3.4 RC2,3.4,0
232747,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] Fix project setup... does not add import,5/23/2008 12:40,Martin Aeschlimann,Eclipse,PC,10,5/19/2008 5:48,Windows XP,P3,daniel_megert,Dani Megert,minor,3.4 RC2,3.4,0
232941,JDT,UI,aeschli,VERIFIED,FIXED,[actions] Refresh action does not work on src-folders,5/23/2008 12:28,Martin Aeschlimann,Eclipse,All,9,5/20/2008 7:41,All,P3,jan.koehnlein,Jan Koehnlein,normal,3.4 RC2,3.4,0
233006,JDT,UI,aeschli,VERIFIED,FIXED,[quick fix] Fix project setup tries to add plugin dependencies to Java project,5/23/2008 12:32,Martin Aeschlimann,Eclipse,PC,11,5/20/2008 12:09,Windows XP,P3,benno.baumgartner,Benno Baumgartner,normal,3.4 RC2,3.4,0
233629,JDT,UI,aeschli,VERIFIED,FIXED,Mnemonic fixes in JDT UI,5/29/2008 5:16,Martin Aeschlimann,Eclipse,PC,13,5/23/2008 4:55,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC3,3.4,0
234163,JDT,UI,aeschli,VERIFIED,FIXED,[getter setter] Generate Getters and Setters fails,5/29/2008 4:38,Martin Aeschlimann,Eclipse,PC,15,5/27/2008 10:17,Windows XP,P3,dirk.grossmann,Dirk Grossmann,normal,3.4 RC3,3.4,0
234363,JDT,UI,aeschli,VERIFIED,FIXED,JAR selection dialog not using dialog font,5/29/2008 4:02,Martin Aeschlimann,Eclipse,PC,8,5/28/2008 9:48,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC3,3.4,0
234560,Platform,Search,aeschli,VERIFIED,FIXED,Mnemonic fix in search,5/30/2008 2:52,Martin Aeschlimann,Eclipse,PC,8,5/29/2008 5:10,Windows XP,P3,aeschli,Martin Aeschlimann,normal,3.4 RC3,3.4,0
234959,JDT,UI,aeschli,VERIFIED,FIXED,[ltk] [wording] Deleting a file no longer mentions that it will be deleted from the file system,6/6/2008 5:44,Martin Aeschlimann,Eclipse,PC,28,5/30/2008 18:41,Windows XP,P3,warren.paul,Warren Paul,major,3.4 RC4,3.4,0
436411,Platform,Debug,aferrazz,VERIFIED,FIXED,Source lookup ignores ISourceLocator if artifact was cached,6/30/2014 7:38,Andrew Ferrazzutti,Eclipse,PC,19,6/2/2014 17:52,Linux,P3,aferrazz,Andrew Ferrazzutti,normal,4.4 RC4,4.4,0
120421,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Help] Search progress monitoring stays at 0%,6/11/2007 11:04,Adam Archer,Eclipse,All,6,12/12/2005 13:43,All,P3,curtispd,Curtis d'Entremont,normal,3.3 M6,3.2,0
120915,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Help] Clicking on search result group shows XML document,6/11/2007 11:02,Adam Archer,Eclipse,PC,9,12/14/2005 12:39,Windows XP,P3,curtispd,Curtis d'Entremont,normal,3.3 M6,3.2,0
120930,Platform,User Assistance,agarcher,VERIFIED,FIXED,"[Help] Search shows a link for ""Next 0"" items",6/11/2007 10:09,Adam Archer,Eclipse,PC,4,12/14/2005 14:13,Windows XP,P3,curtispd,Curtis d'Entremont,normal,3.3 M1,3.2,0
142818,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Browser] No F1 help for Internal Web Browser view,6/11/2007 10:11,Adam Archer,Eclipse,PC,9,5/19/2006 14:27,Windows 2000,P3,john.arthorne,John Arthorne,normal,3.3 M1,3.2,0
143811,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Help] Invalid command links should report an error,6/11/2007 11:00,Adam Archer,Eclipse,All,6,5/25/2006 15:35,All,P3,curtispd,Curtis d'Entremont,normal,3.3 M1,3.2,0
148098,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Help] Help preference page wording is inconsistent,6/11/2007 10:13,Adam Archer,Eclipse,All,7,6/21/2006 15:14,All,P3,curtispd,Curtis d'Entremont,normal,3.3 M1,3.2,0
148238,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Help] Help preference page has too many groups,6/11/2007 10:12,Adam Archer,Eclipse,All,9,6/22/2006 11:39,All,P3,curtispd,Curtis d'Entremont,normal,3.3 M1,3.2,0
167683,Platform,User Assistance,agarcher,VERIFIED,FIXED,Update Hello World SWT cheat sheet,6/6/2007 13:44,Adam Archer,Eclipse,All,5,12/12/2006 12:16,All,P3,curtispd,Curtis d'Entremont,normal,3.3 RC4,3.3,0
167914,Platform,User Assistance,agarcher,VERIFIED,FIXED,[Webapp] Search hits in javadoc aren't highlighted,6/11/2007 10:05,Adam Archer,Eclipse,All,13,12/13/2006 14:19,All,P3,curtispd,Curtis d'Entremont,normal,3.3 RC2,3.3,0
